Muscle_Group,Equipment,Exercise,Description,,,,,,,,,,,,,,muscle_group_id,muscle_group,,equipment_id,equipment,,,id,muscle_group_id,equipment_id,name,description
Shoulders,Dumbbells,Dumbbell Shoulder External Rotation,A rotational exercise for rotator cuff targeting external rotators.,,"('Shoulders', 'Dumbbells', 'Dumbbell Shoulder External Rotation', 'A rotational exercise for rotator cuff targeting external rotators.'),",,,,,,,,,,,,,,,,,,,569,11,4,Dumbbell Shoulder External Rotation,A rotational exercise for rotator cuff targeting external rotators.
Shoulders,Dumbbells,Dumbbell Single Arm Arnold Press,A unilateral overhead press with rotational component.,,"('Shoulders', 'Dumbbells', 'Dumbbell Single Arm Arnold Press', 'A unilateral overhead press with rotational component.'),",,,,,,,,,,,,,,,,,,,570,11,4,Dumbbell Single Arm Arnold Press,A unilateral overhead press with rotational component.
Shoulders,Dumbbells,Dumbbell Single Arm Neutral Overhead Press,A unilateral overhead press using neutral grip for shoulder health.,,"('Shoulders', 'Dumbbells', 'Dumbbell Single Arm Neutral Overhead Press', 'A unilateral overhead press using neutral grip for shoulder health.'),",,,,,,,,,,,,,,,,,,,571,11,4,Dumbbell Single Arm Neutral Overhead Press,A unilateral overhead press using neutral grip for shoulder health.
Shoulders,Dumbbells,Dumbbell Single Arm Overhead Press,A unilateral standing exercise pressing dumbbell overhead.,,"('Shoulders', 'Dumbbells', 'Dumbbell Single Arm Overhead Press', 'A unilateral standing exercise pressing dumbbell overhead.'),",,,,,,,,,,,,,,,,,,,572,11,4,Dumbbell Single Arm Overhead Press,A unilateral standing exercise pressing dumbbell overhead.
Shoulders,Dumbbells,Dumbbell Single Arm Upright Row,A unilateral vertical pull raising dumbbell with elbow leading.,,"('Shoulders', 'Dumbbells', 'Dumbbell Single Arm Upright Row', 'A unilateral vertical pull raising dumbbell with elbow leading.'),",,,,,,,,,,,,,,,,,,,573,11,4,Dumbbell Single Arm Upright Row,A unilateral vertical pull raising dumbbell with elbow leading.
Shoulders,Dumbbells,Dumbbell Standing Bayesian Lateral Raise,A standing lateral raise variation maintaining optimal resistance through arc.,,"('Shoulders', 'Dumbbells', 'Dumbbell Standing Bayesian Lateral Raise', 'A standing lateral raise variation maintaining optimal resistance through arc.'),",,,,,,,,,,,,,,,,,,,574,11,4,Dumbbell Standing Bayesian Lateral Raise,A standing lateral raise variation maintaining optimal resistance through arc.
Shoulders,Dumbbells,Dumbbell Upright Row,A vertical pull raising dumbbells to chin height with elbows leading.,,"('Shoulders', 'Dumbbells', 'Dumbbell Upright Row', 'A vertical pull raising dumbbells to chin height with elbows leading.'),",,,,,,,,,,,,,,,,,,,575,11,4,Dumbbell Upright Row,A vertical pull raising dumbbells to chin height with elbows leading.
Shoulders,Dumbbells,Internally Rotated Seated Rear Delt Fly,A seated rear deltoid exercise with internal rotation for targeted development.,,"('Shoulders', 'Dumbbells', 'Internally Rotated Seated Rear Delt Fly', 'A seated rear deltoid exercise with internal rotation for targeted development.'),",,,,,,,,,,,,,,,,,,,576,11,4,Internally Rotated Seated Rear Delt Fly,A seated rear deltoid exercise with internal rotation for targeted development.
Shoulders,Dumbbells,Laying Lateral Raise,A supine shoulder abduction exercise for isolated medial deltoid work.,,"('Shoulders', 'Dumbbells', 'Laying Lateral Raise', 'A supine shoulder abduction exercise for isolated medial deltoid work.'),",,,,,,,,,,,,,,,,,,,577,11,4,Laying Lateral Raise,A supine shoulder abduction exercise for isolated medial deltoid work.
Shoulders,Dumbbells,Seated Lateral Raise,A seated shoulder abduction exercise with more controlled form.,,"('Shoulders', 'Dumbbells', 'Seated Lateral Raise', 'A seated shoulder abduction exercise with more controlled form.'),",,,,,,,,,,,,,,,,,,,578,11,4,Seated Lateral Raise,A seated shoulder abduction exercise with more controlled form.
Shoulders,Machine,Machine Neutral Overhead Press,A seated overhead press using neutral grip handles on specialized machine.,,"('Shoulders', 'Machine', 'Machine Neutral Overhead Press', 'A seated overhead press using neutral grip handles on specialized machine.'),",,,,,,,,,,,,,,,,,,,579,11,5,Machine Neutral Overhead Press,A seated overhead press using neutral grip handles on specialized machine.
Shoulders,Machine,Machine Overhand Overhead Press,A seated overhead press using pronated grip handles on specialized machine.,,"('Shoulders', 'Machine', 'Machine Overhand Overhead Press', 'A seated overhead press using pronated grip handles on specialized machine.'),",,,,,,,,,,,,,,,,,,,580,11,5,Machine Overhand Overhead Press,A seated overhead press using pronated grip handles on specialized machine.
Shoulders,Machine,Machine Overhand Row,A seated horizontal pull using pronated grip on specialized machine.,,"('Shoulders', 'Machine', 'Machine Overhand Row', 'A seated horizontal pull using pronated grip on specialized machine.'),",,,,,,,,,,,,,,,,,,,581,11,5,Machine Overhand Row,A seated horizontal pull using pronated grip on specialized machine.
Shoulders,Machine,Machine Reverse Fly,A posterior deltoid exercise using specialized machine for consistent resistance.,,"('Shoulders', 'Machine', 'Machine Reverse Fly', 'A posterior deltoid exercise using specialized machine for consistent resistance.'),",,,,,,,,,,,,,,,,,,,582,11,5,Machine Reverse Fly,A posterior deltoid exercise using specialized machine for consistent resistance.
Shoulders,Smith Machine,Smith Machine Seated Overhead Press,A seated overhead press using Smith machine for fixed bar path.,,"('Shoulders', 'Smith Machine', 'Smith Machine Seated Overhead Press', 'A seated overhead press using Smith machine for fixed bar path.'),",,,,,,,,,,,,,,,,,,,583,11,6,Smith Machine Seated Overhead Press,A seated overhead press using Smith machine for fixed bar path.
Shoulders,Smith Machine,Smith Machine Upright Row,A vertical pull using Smith machine raising bar with elbows leading.,,"('Shoulders', 'Smith Machine', 'Smith Machine Upright Row', 'A vertical pull using Smith machine raising bar with elbows leading.'),",,,,,,,,,,,,,,,,,,,584,11,6,Smith Machine Upright Row,A vertical pull using Smith machine raising bar with elbows leading.
Trapezius,Barbell,Barbell Deadlift,A fundamental hip-hinge movement lifting barbell from floor to hip level.,,"('Trapezius', 'Barbell', 'Barbell Deadlift', 'A fundamental hip-hinge movement lifting barbell from floor to hip level.'),",,,,,,,,,,,,,,,,,,,585,12,1,Barbell Deadlift,A fundamental hip-hinge movement lifting barbell from floor to hip level.
Trapezius,Barbell,Barbell Shrug,A vertical shoulder elevation exercise to develop upper trapezius.,,"('Trapezius', 'Barbell', 'Barbell Shrug', 'A vertical shoulder elevation exercise to develop upper trapezius.'),",,,,,,,,,,,,,,,,,,,586,12,1,Barbell Shrug,A vertical shoulder elevation exercise to develop upper trapezius.
Trapezius,Barbell,Barbell Silverback Shrug,A combination of partial row and shrug to target mid and upper trapezius.,,"('Trapezius', 'Barbell', 'Barbell Silverback Shrug', 'A combination of partial row and shrug to target mid and upper trapezius.'),",,,,,,,,,,,,,,,,,,,587,12,1,Barbell Silverback Shrug,A combination of partial row and shrug to target mid and upper trapezius.
Trapezius,Bodyweight,Bodyweight Overhand Inverted Row,A horizontal pulling exercise using overhand grip to target upper back.,,"('Trapezius', 'Bodyweight', 'Bodyweight Overhand Inverted Row', 'A horizontal pulling exercise using overhand grip to target upper back.'),",,,,,,,,,,,,,,,,,,,588,12,2,Bodyweight Overhand Inverted Row,A horizontal pulling exercise using overhand grip to target upper back.
Trapezius,Bodyweight,Bodyweight Pike Press,A vertical pressing movement in pike position targeting shoulders and trapezius.,,"('Trapezius', 'Bodyweight', 'Bodyweight Pike Press', 'A vertical pressing movement in pike position targeting shoulders and trapezius.'),",,,,,,,,,,,,,,,,,,,589,12,2,Bodyweight Pike Press,A vertical pressing movement in pike position targeting shoulders and trapezius.
Trapezius,Bodyweight,Bodyweight Pike Shrug,A shrug performed in pike position for varied trapezius stimulation.,,"('Trapezius', 'Bodyweight', 'Bodyweight Pike Shrug', 'A shrug performed in pike position for varied trapezius stimulation.'),",,,,,,,,,,,,,,,,,,,590,12,2,Bodyweight Pike Shrug,A shrug performed in pike position for varied trapezius stimulation.
Trapezius,Bodyweight,Bodyweight Standing Inverted Row,A horizontal pulling exercise using elevated bar and more upright body position.,,"('Trapezius', 'Bodyweight', 'Bodyweight Standing Inverted Row', 'A horizontal pulling exercise using elevated bar and more upright body position.'),",,,,,,,,,,,,,,,,,,,591,12,2,Bodyweight Standing Inverted Row,A horizontal pulling exercise using elevated bar and more upright body position.
Trapezius,Bodyweight,Elevated Pike Press,A pike press with feet elevated to increase loading on upper body.,,"('Trapezius', 'Bodyweight', 'Elevated Pike Press', 'A pike press with feet elevated to increase loading on upper body.'),",,,,,,,,,,,,,,,,,,,592,12,2,Elevated Pike Press,A pike press with feet elevated to increase loading on upper body.
Trapezius,Bodyweight,Elevated Pike Shoulder Shrug,A pike shrug with feet elevated for increased trapezius activation.,,"('Trapezius', 'Bodyweight', 'Elevated Pike Shoulder Shrug', 'A pike shrug with feet elevated for increased trapezius activation.'),",,,,,,,,,,,,,,,,,,,593,12,2,Elevated Pike Shoulder Shrug,A pike shrug with feet elevated for increased trapezius activation.
Trapezius,Bodyweight,Inverted Row,A horizontal pulling exercise lying under bar targeting upper back.,,"('Trapezius', 'Bodyweight', 'Inverted Row', 'A horizontal pulling exercise lying under bar targeting upper back.'),",,,,,,,,,,,,,,,,,,,594,12,2,Inverted Row,A horizontal pulling exercise lying under bar targeting upper back.
Trapezius,Bodyweight,Pull Ups,A vertical pulling exercise lifting body up to bar using overhand grip.,,"('Trapezius', 'Bodyweight', 'Pull Ups', 'A vertical pulling exercise lifting body up to bar using overhand grip.'),",,,,,,,,,,,,,,,,,,,595,12,2,Pull Ups,A vertical pulling exercise lifting body up to bar using overhand grip.
Trapezius,Cables,Cable 30 Degree Shrug,A shrug performed at slight forward angle to target middle trapezius.,,"('Trapezius', 'Cables', 'Cable 30 Degree Shrug', 'A shrug performed at slight forward angle to target middle trapezius.'),",,,,,,,,,,,,,,,,,,,596,12,3,Cable 30 Degree Shrug,A shrug performed at slight forward angle to target middle trapezius.
Trapezius,Cables,Cable Silverback Shrug,A combination of partial row and shrug using cable for resistance.,,"('Trapezius', 'Cables', 'Cable Silverback Shrug', 'A combination of partial row and shrug using cable for resistance.'),",,,,,,,,,,,,,,,,,,,597,12,3,Cable Silverback Shrug,A combination of partial row and shrug using cable for resistance.
Trapezius,Cables,Cable Single Arm 30 Degree Shrug,A unilateral angled shrug targeting middle trapezius using cable.,,"('Trapezius', 'Cables', 'Cable Single Arm 30 Degree Shrug', 'A unilateral angled shrug targeting middle trapezius using cable.'),",,,,,,,,,,,,,,,,,,,598,12,3,Cable Single Arm 30 Degree Shrug,A unilateral angled shrug targeting middle trapezius using cable.
Trapezius,Cables,Cable Single Arm Rear Delt Row,A unilateral row targeting rear deltoid and trapezius using cable.,,"('Trapezius', 'Cables', 'Cable Single Arm Rear Delt Row', 'A unilateral row targeting rear deltoid and trapezius using cable.'),",,,,,,,,,,,,,,,,,,,599,12,3,Cable Single Arm Rear Delt Row,A unilateral row targeting rear deltoid and trapezius using cable.
Trapezius,Dumbbells,Dumbbell Laying 30 Degree Shrug,A prone shrug on incline bench targeting middle trapezius.,,"('Trapezius', 'Dumbbells', 'Dumbbell Laying 30 Degree Shrug', 'A prone shrug on incline bench targeting middle trapezius.'),",,,,,,,,,,,,,,,,,,,600,12,4,Dumbbell Laying 30 Degree Shrug,A prone shrug on incline bench targeting middle trapezius.
Trapezius,Dumbbells,Dumbbell Laying Silverback Shrug,A prone combination of partial row and shrug on bench.,,"('Trapezius', 'Dumbbells', 'Dumbbell Laying Silverback Shrug', 'A prone combination of partial row and shrug on bench.'),",,,,,,,,,,,,,,,,,,,601,12,4,Dumbbell Laying Silverback Shrug,A prone combination of partial row and shrug on bench.
Trapezius,Dumbbells,Dumbbell Row Bilateral,A bent-over row using dumbbells in both hands simultaneously.,,"('Trapezius', 'Dumbbells', 'Dumbbell Row Bilateral', 'A bent-over row using dumbbells in both hands simultaneously.'),",,,,,,,,,,,,,,,,,,,602,12,4,Dumbbell Row Bilateral,A bent-over row using dumbbells in both hands simultaneously.
Trapezius,Dumbbells,Dumbbell Row Unilateral,A single-arm bent-over row supporting body with opposite arm.,,"('Trapezius', 'Dumbbells', 'Dumbbell Row Unilateral', 'A single-arm bent-over row supporting body with opposite arm.'),",,,,,,,,,,,,,,,,,,,603,12,4,Dumbbell Row Unilateral,A single-arm bent-over row supporting body with opposite arm.
Trapezius,Dumbbells,Dumbbell Seated Rear Delt Row,A seated row targeting posterior deltoids and trapezius.,,"('Trapezius', 'Dumbbells', 'Dumbbell Seated Rear Delt Row', 'A seated row targeting posterior deltoids and trapezius.'),",,,,,,,,,,,,,,,,,,,604,12,4,Dumbbell Seated Rear Delt Row,A seated row targeting posterior deltoids and trapezius.
Trapezius,Dumbbells,Dumbbell Seated Shrug,A seated shoulder elevation to isolate trapezius without leg assistance.,,"('Trapezius', 'Dumbbells', 'Dumbbell Seated Shrug', 'A seated shoulder elevation to isolate trapezius without leg assistance.'),",,,,,,,,,,,,,,,,,,,605,12,4,Dumbbell Seated Shrug,A seated shoulder elevation to isolate trapezius without leg assistance.
Trapezius,Dumbbells,Dumbbell Shrug,A vertical shoulder elevation using dumbbells to develop upper trapezius.,,"('Trapezius', 'Dumbbells', 'Dumbbell Shrug', 'A vertical shoulder elevation using dumbbells to develop upper trapezius.'),",,,,,,,,,,,,,,,,,,,606,12,4,Dumbbell Shrug,A vertical shoulder elevation using dumbbells to develop upper trapezius.
Trapezius,Dumbbells,Dumbbell Silverback Shrug,A standing combination of partial row and shrug using dumbbells.,,"('Trapezius', 'Dumbbells', 'Dumbbell Silverback Shrug', 'A standing combination of partial row and shrug using dumbbells.'),",,,,,,,,,,,,,,,,,,,607,12,4,Dumbbell Silverback Shrug,A standing combination of partial row and shrug using dumbbells.
Trapezius,Machine,Smith Machine Standing Shrugs,A vertical shoulder elevation using Smith machine for fixed bar path.,,"('Trapezius', 'Machine', 'Smith Machine Standing Shrugs', 'A vertical shoulder elevation using Smith machine for fixed bar path.'),",,,,,,,,,,,,,,,,,,,608,12,5,Smith Machine Standing Shrugs,A vertical shoulder elevation using Smith machine for fixed bar path.
Triceps,Barbell,Barbell Laying Triceps Extensions,"A supine elbow extension exercise targeting triceps, also known as skullcrushers.",,"('Triceps', 'Barbell', 'Barbell Laying Triceps Extensions', 'A supine elbow extension exercise targeting triceps, also known as skullcrushers.'),",,,,,,,,,,,,,,,,,,,609,13,1,Barbell Laying Triceps Extensions,"A supine elbow extension exercise targeting triceps, also known as skullcrushers."
